orthosyll,syll,ortho_before,ortho_after,nb_usage
tri,tRi,dis,bua,1
ris,Ri,ta,sant,1
zur,zyR,a,"",2
qué,ke,fus,"",2
tan,t@,"",çant,1
bul,byl,"",ga,1
quant,k@,bli,"",1
u,y,"",sé,2
te,t°,grat,ment,1
le,j°,touil,ments,1
lant,j@,nouil,"",1
draient,dRE,pen,"",1
é,e,"",bul,1
mies,mi,ne,"",2
rai,RE,tu,"",5
ger,Z9R,na,"",1
teau,to,man,"",2
ro,Ro,eu,péen,4
mi,mi,"",ron,2
car,kaR,"",go,1
roir,RwaR,mi,"",1
gais,gE,tu,"",2
dro,dRo,hy,gé,1
son,s§,"",der,1
vants,v@,de,"",1
pol,po,im,lué,1
pon,p§,cram,"",1
plo,plo,im,riez,1
ra,Ra,"",din,2
pies,pi,cré,"",2
ru,Ry,"",bis,2
san,i,pay,tes,1
le,l°,ta,rai,1
me,m°,ga,lan,1
cen,s@,li,ciait,1
pla,pla,"",tyr,1
le,l°,gel,rez,1
li,li,vo,tions,1
vin,v5,in,ci,2
don,do,par,ner,1
co,ko,pi,leur,1
fre,fR°,chif,ment,2
nat,Na,ag,"",1
sât,za,gri,"",1
ti,ti,mu,na,1
par,paR,"",paing,1
car,kaR,ren,dées,1
rons,R§,cla,"",1
par,paR,re,lé,1
fai,fE,af,blis,7
pli,pli,ap,qua,1
me,m°,ca,ras,1
liens,lj5,si,"",2
ca,ka,dé,dent,2
sien,zj5,té,"",3
rent,jER,pliè,"",4
pla,pla,"",ce,13
téo,te,pro,ly,1
gus,gys,dé,tai,1
ti,ti,mys,fier,2
ten,t@,pré,dons,1
rec,REk,"",to,2
théâ,te,"",treu,1
é,e,"",mar,4
dui,d8i,tro,sît,1
gne,N°,par,rais,1
se,s°,peaus,rie,1
riât,Rja,va,"",1
nets,nE,ton,"",1
si,zi,pré,dons,1
chis,Si,fraî,sais,1
ti,ti,ta,ve,1
pées,pe,trem,"",3
ka,ka,"",cha,1
bra,bRa,vi,tos,1
tal,tal,fu,"",1
tés,te,fein,"",1
lueu,ly,pol,se,1
plom,pl§,sur,bés,1
te,t°,par,nant,2
cé,se,ma,rai,1
dé,de,re,fi,4
mil,mi,"",le,1
lan,l@,tu,"",1
tais,tE,cho,"",1
om,§,"",brés,2
ten,t@,con,tion,1
di,di,pré,cat,1
qua,ka,mar,ble,1
ront,R§,lui,"",1
ven,v@,re,dra,1
bra,bRa,com,"",1
guents,g@,on,"",1
dit,di,pré,"",2
ni,ni,ga,sais,1
moin,mw5,a,drir,1
trai,tRE,naî,"",4
que,k°,bus,rait,1
guer,gE,da,réo,2
lé,le,dé,guiez,1
ex,Ek,"",piés,1
da,i,zoï,les,1
leurs,l9R,vio,"",1
bra,bRa,la,"",1
mas,mas,"",quant,1
do,do,a,"",1
dra,dRa,"",gons,1
can,k@,"",die,1
glin,gl5,dé,guaient,1
dril,dRi,qua,lées,1
ployas,lwa,dé,se,1
rie,Ri,pa,riez,1
na,na,sur,geait,1
fon,f§,ef,dré,2
sion,zjo,vi,né,3
ca,ka,ri,dait,1
chés,Se,per,"",1
neu,n2,gi,se,1
trui,tR8i,cons,saient,2
ne,n°,gre,ta,1
se,z°,o,rais,1
gent,Z@,ter,"",2
pro,pRo,"",jo,1
cer,sER,dé,née,1
bou,bu,"",doir,1
ser,se,sas,"",1
ti,ti,trot,ne,3
sée,ze,ba,"",2
tas,ta,fies,"",1
ron,Ro,cou,nant,1
cou,ku,"",sins,1
a,a,"",rum,1
meu,m9,dé,blé,1
sias,zjas,thou,mée,1
luit,l8i,"","",1
li,li,sou,gne,3
eu,2,"",tha,2
let,lE,que,"",1
bour,buR,"",bo,1
mées,me,plô,"",3
veurs,v9R,la,"",1
réel,Re,ir,le,1
tions,sj§,no,"",1
pas,pa,tré,sait,1
phoï,fo,ty,de,1
bé,be,é,nis,2
pui,p8i,é,sants,1
chaus,So,"",sez,1
tant,t@,bot,"",1
cho,So,"",quées,2
cu,ky,"",pi,4
pe,p°,cho,ront,1
bil,bi,go,la,1
quées,ke,ti,"",8
bis,bi,bre,"",1
to,to,ghet,"",2
mier,mje,cor,"",1
cien,sj5,man,"",2
le,j°,mouil,rai,1
sau,so,"",vais,1
bri,bRi,"",mait,1
ri,Ri,di,geais,1
frian,fRi,"",de,1
coif,kwa,"",fées,2
ni,ni,ter,té,5
ce,s°,vin,rait,1
té,te,deu,rium,1
quait,kE,va,"",1
co,ko,ri,"",1
lan,j@,bouil,ta,1
çon,so,poin,nait,1
ta,ta,rat,chés,1
mées,me,ai,"",2
ca,ka,"",brais,1
cep,sEp,ac,tât,1
toirs,twaR,comp,"",1
co,ko,é,los,1
brer,bRe,mem,"",1
fué,f8e,"",gien,1
ha,a,"",waïen,1
bio,bjo,"",mé,1
dan,d@,"",sa,1
her,ER,"",cy,1
pa,pa,"",rés,2
ce,se,ci,ro,1
mes,mEs,do,ti,10
bi,bi,lam,nais,1
de,d°,bro,rai,1
gin,Zin,pid,"",1
geais,ZE,pié,"",1
ti,ti,len,rais,1
met,mE,re,tons,1
rê,RE,"",vant,1
trait,tRE,ques,"",1
ner,ne,gé,"",1
rie,Ri,va,raient,1
quier,kje,chi,"",1
crain,kR5,"",drons,1
fe,f°,touf,ront,1
certs,sER,con,"",1
pais,pE,rom,"",3
dap,dap,a,tées,1
dai,dE,bor,"",2
dron,dRo,chau,nier,1
dia,dja,en,blé,2
bit,bi,ca,"",1
pho,fo,dio,nie,1
toï,i,s,ciens,1
suies,s8i,"","",1
teur,t9R,punc,"",1
tail,ta,cu,lait,1
bran,bR@,dé,chant,1
re,R°,dé,rais,1
sent,is,béis,"",2
ba,ba,ba,"",2
ser,ze,do,"",1
vro,vRo,né,sée,1
dou,du,a,cies,1
te,glEt,glet,"",1
te,t°,fi,riez,1
so,so,"",nos,1
nes,nEs,fe,trer,1
na,na,vi,"",2
daient,dE,tra,"",1
no,no,mo,to,2
ni,ni,pla,fie,2
ri,Ri,mû,ra,1
fes,fE,con,se,4
pu,py,"",re,3
ri,Ri,fa,nait,1
son,s§,"",dant,1
çon,so,soup,ner,1
teau,to,châ,"",1
vouée,vwe,dé,"",2
cre,kR°,sa,rai,3
so,zo,i,laient,1
diants,dj@,men,"",1
de,d°,mo,raient,1
me,m°,ta,rons,1
tri,tRi,ma,li,2
coue,ku,se,ra,1
laud,lo,sa,"",2
li,li,ba,saient,1
sis,sis,per,tant,2
ni,ni,bo,"",1
gner,Ne,dai,"",2
voué,vwe,a,"",3
vit,vi,ra,"",1
tés,te,nen,"",1
tor,tOR,ré,quai,1
si,si,"",mul,5
vi,vi,"",de,7
glan,gl@,"",dé,1
pa,pa,re,rut,1
buant,b8@,tri,"",4
tais,tE,ro,"",2
chi,Si,fran,rez,1
chard,SaR,van,"",2
ché,Se,lé,"",3
saient,sE,haus,"",2
toies,twa,net,"",1
drant,dR@,pou,"",3
toxo,tOk,"",plas,1
vouant,vw@,"","",1
thi,ti,pa,sé,1
nais,nE,pan,"",1
pri,pRi,"",mi,4
tas,ta,la,"",1
soûls,su,"","",1
brée,bRe,mem,"",1
sia,zja,free,"",1
ver,ve,ri,"",3
té,te,clar,"",1
le,tEl,tè,"",1
ti,ti,chi,neux,1
po,po,cra,teux,1
seurs,s9R,ses,"",2
cheurs,S9R,gui,"",1
fec,fEk,ef,tif,2
bel,be,em,lis,2
na,na,me,çais,1
pi,pi,"",quer,1
rez,Re,sau,"",2
veur,v9R,sui,"",1
af,a,"",fronts,1
lyn,l5,"",chez,1
mait,mE,ar,"",1
se,s°,ver,ras,4
nué,n8e,té,"",4
gas,ga,ba,"",1
po,po,"",sant,1
tion,sjo,rec,nels,3
ter,tER,é,nuer,1
vin,v5,le,"",1
siés,zje,ta,"",2
no,no,mo,clo,1
té,te,sal,ré,1
ni,ni,ve,ma,1
pré,pRe,dé,cia,1
bau,bo,em,mée,1
vée,ve,cou,"",3
cou,ku,"",drai,1
mos,mo,na,"",1
pié,pje,"",mon,2
ti,ti,la,neux,1
ron,R§,"",gée,1
râ,Ra,"",leurs,2
ti,ti,oua,né,1
gue,g°,lé,ra,3
na,na,ma,geait,1
vroum,vRum,"","",1
pies,pi,hip,"",2
sa,za,cra,"",1
ve,v°,rê,raient,1
men,m@,la,tez,1
lai,lE,hur,"",1
pla,pla,tu,"",1
tour,tuR,dé,nions,1
gats,ga,né,"",1
mu,my,"",sée,2
tri,tRi,lec,saient,1
plaint,pl5,"","",1
ront,R§,bue,"",3
vi,vi,ti,tés,5
dé,de,"",mar,34
cor,kOR,é,cés,1
che,S°,ta,rait,5
huis,8i,"",sier,1
bouts,bu,em,"",1
drés,dRe,gen,"",1
séan,se,mes,ce,1
pres,pRe,"",sent,1
mou,mu,"","",2
ten,t@,"",dus,2
sa,sa,"",bre,5
ver,vER,"",bal,1
se,z°,po,rons,7
pen,p@,dé,dions,1
pi,pi,co,nait,1
noyan,nwa,tour,te,1
veu,v9,a,glées,1
mu,my,si,le,8
sé,ze,thi,"",1
vé,ve,li,"",2
mon,m§,"",tra,1
lo,lo,pi,ta,1
mail,ma,re,laient,1
riez,Rje,char,"",1
ac,ak,tro,ti,1
ba,ba,ur,ni,4
se,z°,cra,ment,1
q,sek,et se,"",1
moyan,mwa,lar,tes,1
nuait,n8E,ter,"",1
jours,ZuR,"","",1
gaux,go,fru,"",1
co,ko,dé,dée,1
sez,se,gis,"",5
rions,Rj§,suie,"",1
chif,Si,"",fré,2
vée,ve,si,"",1
ciez,sje,gan,"",1
fer,fER,re,mât,1
na,na,la,cée,1
cueil,k9,"",lant,1
tées,te,vo,"",1
sait,sE,cos,"",1
mu,my,si,lé,4
nom,no,sur,mer,1
man,m@,dé,ti,6
glaient,glE,cin,"",1
bres,bRE,"",sans,1
cie,si,go,rions,1
me,m°,se,ler,1
crawl,kRol,"","",1
vie,vi,en,"",2
go,go,dal,"",1
pri,pRi,"",mau,1
sort,sOR,con,"",2
flir,fl9R,"",ter,1
geait,ZE,gru,"",1
tard,jo,trio,s,1
bri,bRi,fa,quai,1
ven,v@,in,tif,1
plai,plE,"",sez,1
sons,z§,dai,"",3
houet,lwE,sil,tée,1
bâil,ba,tre,laient,1
duc,dyk,sé,tions,1
rier,Rje,ter,"",1
trem,tR@,"",pant,1
la,la,vio,cé,2
gi,Zi,a,"",1
pés,pe,pé,"",1
rer,Re,pu,"",3
fié,fje,si,"",6
chis,Si,blan,"",2
je,Z°,"",té,3
le,l°,re,vât,1
cool,kOl,al,"",1
gou,gu,vi,reu,1
gri,gRi,"",sait,1
draient,dRE,cen,"",2
seurs,s9R,nis,"",3
la,la,ca,dait,1
di,di,gran,raient,1
bif,bi,"",fa,1
gré,gRe,sa,ga,1
ser,zER,ré,ver,1
dois,dwa,gar,"",1
cus,kys,fi,"",1
mons,m§,li,"",1
sas,za,po,"",2
fen,f@,dé,drai,1
au,o,"",ras,3
lo,lo,ma,trus,1
so,so,"",por,1
lir,liR,bo,"",1
bot,bo,"",tait,1
fui,f8i,"",ront,1
mot,mo,mar,té,1
tés,te,roi,"",1
per,pER,"",drez,1
res,REs,"",ta,1
cou,ku,re,chée,1
jec,ZEk,in,ta,1
choir,SwaR,ha,"",1
lé,le,ai,"",2
di,di,clau,cant,1
é,e,"",tha,1
gna,Na,pré,tions,1
ti,ti,cul,ve,5
cri,kRi,"",blaient,1
geai,ZE,gor,"",2
ba,ba,"",tel,1
gra,gRa,mo,phi,1
rec,REk,di,tos,1
en,@k,"",cloî,1
to,to,au,gui,1
si,si,ver,ble,1
vris,vRi,pau,saient,1
chan,S@,re,ta,1
qués,ke,cho,"",3
fon,f§,ren,cés,1
nei,nE,"",geait,1
re,R°,"",mueur,1
ger,Ze,ra,"",6
sis,sis,in,tât,1
fail,fa,"",lies,1
si,zi,sai,ront,1
se,s°,chas,las,1
lot,lo,cu,te,1
ti,ti,sa,née,2
vrai,vRE,"",sem,1
da,da,"",hu,1
du,dy,"",vet,1
le,j°,brouil,ras,1
seur,z9R,fu,"",1
das,da,vi,"",1
rée,Re,vou,"",1
li,li,"",va,1
ven,v@,é,trait,1
va,va,ly,lent,1
chée,Se,bau,"",6
nec,nEk,con,ter,3
tez,te,chan,"",2
rai,RE,bue,"",1
te,t°,res,rez,1
tées,te,tes,"",3
ce,s°,"",la,2
cer,sER,"",clait,1
me,m°,for,raient,3
lan,l@,ba,ciers,1
sié,zje,ta,"",2
ti,ti,ins,tuées,1
fiât,fja,cri,"",1
bou,bu,"",zou,1
ciens,sj5,mi,"",1
po,po,tri,tés,1
sa,sa,sen,bler,1
blie,bli,pu,ront,1
cou,ku,"",lions,1
te,t°,gret,rais,1
quais,kE,la,"",1
me,m°,cla,cée,1
cen,s@,en,sant,1
zeurs,z9R,tou,"",1
com,k§,en,brais,1
gez,Ze,ma,"",1
pla,pla,"",gié,1
teur,t9R,car,"",1
se,s°,pan,rai,1
té,@,troen,ro,1
grou,gRu,"",mant,1
di,di,duo,"",1
chouis,Swi,mé,"",1
rât,Ra,tu,"",2
to,to,"",quant,1
heur,9R,"",tée,2
re,R°,"",des,28
ra,Ra,"",do,8
tint,t5,dé,"",1
vrait,vRE,mou,"",1
huis,8i,"","",1
ta,ta,é,lées,1
ne,n°,dî,rons,1
nau,no,"",séa,3
de,d°,"",grés,1
si,si,des,nai,1
na,na,har,chait,1
ixe,iks,"","",1
claient,klE,cer,"",1
luit,l8i,re,"",1
ta,ta,di,"",2
dou,du,"",tée,1
rant,R@,no,"",3
four,fu,"",ré,3
pli,pli,com,quée,2
bue,by,tri,rons,1
to,to,ra,"",1
se,s°,ces,rai,1
siant,zj@,ta,"",2
di,di,bio,ver,1
tait,tE,sul,"",3
dou,du,"",blât,1
dis,di,lour,"",1
vait,vE,bu,"",2
san,i,béis,te,3
can,k@,"",tons,1
com,k§,en,braient,1
jo,Zo,bar,"",2
rail,Raj,sé,"",2
clé,kle,cer,"",2
brayes,bRej,em,"",1
gar,gaR,"",dait,1
nes,En,schéen,"",2
gées,Ze,plon,"",3
chau,So,"",drons,1
da,da,pé,lait,1
vri,vRi,cou,riez,1
ex,Ek,"",fil,3
doc,dOk,"",teur,1
nis,ni,lo,"",1
ral,Ra,"",lie,10
ject,ZEkt,ab,"",1
pe,p°,sou,sés,1
ki,ki,la,"",1
ci,si,sui,diez,1
geant,Z@,lé,"",1
treints,tR5,é,"",1
lés,le,bi,"",1
quit,ki,ac,té,3
tre,tR°,en,voir,1
siez,zje,o,"",1
ti,ti,trot,nait,1
se,s°,pis,raient,1
dis,dis,"",cré,11
sa,sa,bour,"",1
ré,Re,sé,ni,1
sions,zj§,ti,"",2
ti,ti,jus,fiez,1
giait,ZjE,fu,"",1
ve,v°,ti,ment,47
sou,su,as,vi,5
ché,Se,len,"",1
ri,Ri,vo,sant,1
fein,f5,"",té,1
ba,ba,gam,dez,1
ba,ba,brim,la,1
flâ,fla,"",neur,2
rah,Ra,hur,"",2
vi,vi,a,lit,1
sé,se,dis,mi,13
ti,ti,at,rail,1
a,a,"",voua,1
con,k§,fé,dées,1
cais,ke,"",sier,1
em,@,"",ma,11
trom,tR§,dé,per,1
en,@,"",trez,1
né,ne,gi,"",1
n,na,i,abou,2
tor,tOR,men,"",1
deurs,d9R,sa,"",1
cal,kal,li,"",1
tait,tE,pieu,"",1
pré,pRe,"",lats,1
don,do,ran,nez,1
ri,Ri,"",co,8
ac,ak,"",teur,1
ti,sti,obs,nai,1
cheur,S9R,pun,"",1
ac,ak,ré,tif,2
ta,ta,"",con,1
ter,tE,"",rier,1
for,fOR,trans,mait,1
ci,si,ti,nait,1
le,l°,vio,ront,1
rait,RE,gno,"",1
cal,kal,"",més,1
por,pOR,col,teur,1
fo,fo,suf,ca,2
n,na,i,avoué,1
maient,mE,gram,"",1
lait,lE,poi,"",1
ties,si,gu,"",1
dom,d§,"","",1
las,la,mol,son,2
liers,lje,pi,"",1
de,d°,mo,rait,1
di,di,"",gests,1
le,l°,vel,ront,1
ne,n°,con,rie,2
te,t°,vo,rait,1
tau,to,ins,rée,1
joi,Zwa,ad,gnant,1
nui,n8i,a,tées,1
li,li,cé,bat,1
len,l@,"",teur,1
por,pOR,rap,te,10
ler,je,bail,"",1
pri,spRi,ex,mez,1
ten,t@,"",ders,1
cue,ky,va,ra,1
tal,ta,cris,li,11
ta,ta,roi,"",1
ti,ti,shan,"",1
til,ti,dis,lez,1
taient,tE,croû,"",1
ché,Se,"",rit,1
cou,ku,"",lé,3
bla,bla,a,tif,1
sa,za,mi,"",4
leurs,j9R,piail,"",1
hor,zOR,ex,ter,1
ta,ta,"",paient,1
shan,S@,"",tung,1
frau,fRo,"",dé,1
ter,te,cul,"",2
me,m°,lu,rais,1
gea,Za,na,"",6
quées,ke,ni,"",1
dions,dj§,sé,"",1
vions,vj§,ri,"",2
ci,si,"",trus,1
naient,nE,voi,"",1
es,Es,"",cu,1
ra,Ra,"",mais,1
ra,Ra,cou,gea,2
te,t°,blo,ments,1
con,ko,bra,né,1
ge,Z°,té,ront,1
bau,bo,é,chés,1
gan,g@,ou,dais,1
tants,t@,si,"",1
gis,Zi,lar,sions,1
tais,tE,prê,"",2
trou,tRu,re,vez,1
tions,tj§,rê,"",1
fou,fu,"",tral,1
vé,ve,"",lum,1
fon,f§,"",dé,2
cis,si,dur,sait,2
lia,lja,si,"",1
rait,RE,ploie,"",2
bais,be,a,sées,2
chouil,Su,lé,ler,1
gnées,Ne,pa,"",2
pi,pi,sou,ra,2
pet,pE,"","",1
gi,Zi,a,raient,1
fouet,fwE,"",tez,1
be,b°,com,raient,1
bor,bOR,"",dant,1
tre,tR°,piè,ment,1
li,li,tia,sa,1
sa,sa,in,tis,5
ro,Ro,ter,giez,1
vin,v5,de,"",2
gua,ga,ran,"",1
ni,ni,pu,té,1
pi,pi,as,raient,1
dé,de,"",clan,2
ri,Ri,ma,tal,1
sa,sa,"",bots,1
til,ti,tor,lant,2
chi,Si,dé,rât,1
gaar,ga,ke,dien,1
dé,de,"",bu,19
laxa,lak,"",tif,2
lai,lE,te,"",2
oi,wa,"",sil,2
té,te,ar,sien,1
li,li,tra,saient,1
de,d°,cé,raient,5
che,S°,bû,rons,2
le,El,cruel,"",1
res,Re,té,siez,1
plum,plOm,pé,"",1
rons,R§,tau,"",1
sexes,sEks,"","",1
bre,bR°,com,ra,1
mit,mi,é,"",1
mou,mu,ca,flais,1
dic,dik,pré,tions,1
mie,mi,to,"",18
tra,tRa,mé,le,1
nias,nja,té,"",1
do,do,cor,bas,1
mand,l°,le,s,1
vail,va,tra,lez,2
fo,fo,sul,nés,1
so,so,con,lant,2
ta,ta,prin,niers,1
rou,Ru,fa,chât,1
ver,vER,trans,sa,1
çon,so,soup,nât,1
ra,Ra,é,bliè,1
na,na,har,chées,3
bou,bu,dé,chant,1
che,S°,lâ,ments,1
pé,pe,trem,"",4
for,fOR,"",mats,1
ta,ta,tan,né,3
les,lEs,mo,tée,1
fri,fRi,ef,taient,1
pe,p°,"",tiot,1
flées,fle,ra,"",2
te,t°,bet,ra,1
sen,s@,"",tis,3
bée,be,bom,"",2
tu,ty,pi,lait,2
ler,le,re,"",2
dée,de,ga,"",1
gra,gRa,li,phiant,1
che,S°,tâ,rons,2
siers,zje,ca,"",1
can,k@,"",di,5
lé,le,poi,"",2
se,s°,cas,ries,3
fie,fi,ri,rai,1
sées,ze,plo,"",1
sem,s@,sas,blé,1
pé,pe,ses,rants,1
saient,zE,fu,"",4
bou,bu,em,quer,1
chu,Sy,ha,rait,1
pi,pi,sou,rons,1
guaient,gE,glin,"",1
ber,bER,"",cés,1
se,z°,cau,rez,1
ment,m@,nem,"",3
cheurs,S9R,bo,"",1
tuée,t8e,fec,"",1
flant,fl@,ni,"",2
laient,lE,ve,"",1
res,tjER,tiè,"",1
mu,my,a,se,12
raient,RE,qué,"",3
dai,dE,gour,"",1
car,kaR,"",guées,1
da,da,mi,tions,1
tez,te,res,"",1
sis,zis,sub,tants,1
bal,ba,trim,laient,1
re,R°,vo,rait,1
maient,mE,se,"",3
dé,de,"",nués,2
peux,p2,"","",1
née,ne,ci,"",14
lant,l@,ti,"",5
lap,lap,col,sus,1
neurs,n9R,lon,"",3
ce,s°,ca,ment,1
gé,Ze,pon,"",2
ri,Ri,ter,fiée,2
ly,li,na,sait,1
ca,ka,"",riées,2
ter,te,ro,"",4
rants,R@,gno,"",2
po,po,trans,ser,1
cu,ky,di,rie,1
fec,fEk,in,tants,1
se,s°,cais,rait,1
qua,ka,ta,"",1
mi,mi,ra,qué,1
pan,p@,"",sés,1
diez,dje,vi,"",1
saient,zE,ly,"",2
séa,ze,nau,bon,2
ha,a,"",chis,1
si,si,"",gnez,1
ti,ti,"",ti,1
née,ne,jour,"",3
fu,fy,"",sains,1
chant,S@,ho,"",1
viens,vj5,sub,"",1
saient,sE,las,"",2
ge,Z°,"",lant,1
ner,ne,va,"",1
brait,bRE,mar,"",1
rant,R@,do,"",6
gie,Zi,or,"",1
cu,ky,"",rées,1
ri,Ri,ta,fi,1
tent,ut,paou,"",1
nait,nE,gi,"",1
tau,to,"",liers,1
li,li,mo,rait,1
gi,Zi,ri,nal,2
rup,Ryp,ter,teur,1
tol,tOl,ni,"",1
de,d°,mer,ra,2
bé,be,nim,"",3
li,li,jo,vant,1
mants,m@,fla,"",1
gar,gaR,"",da,1
pin,p5,ru,"",2
ce,s°,re,vions,1
tier,tje,mor,"",1
che,S°,tan,ment,1
sant,s@,pul,"",4
no,no,lia,"",1
niez,nje,tion,"",1
roï,Ro,zar,des,1
li,li,tua,sée,1
chant,S@,ta,"",7
lou,lu,ga,bet,1
ter,te,jo,"",1
gor,gOR,re,gea,1
pa,pa,"",po,7
pâ,pa,"",lot,1
pre,pR°,â,tés,1
boc,bOk,"",son,1
gne,N°,li,rons,1
cua,k8a,va,"",1
ou,u,"",vrez,1
goya,go,"",ve,1
tée,te,pi,"",5
gâ,ga,"",cheurs,1
ten,t@,en,dît,1
mi,mi,hé,"",1
in,5,"",dem,10
rieux,Rj2,té,"",1
huant,8@,"","",1
clo,klo,é,sion,1
mue,my,"",ra,1
re,jER,triè,"",5
fraî,fRe,ra,chit,1
ci,Si,puc,nos,1
con,k§,"",tact,1
i,i,"",ras,1
for,fOR,in,mait,1
lard,jaR,chouil,"",2
na,na,dé,ta,1
fu,fy,"",mets,1
ca,ka,ri,neur,2
ca,ka,a,cias,1
cant,k@,pri,"",1
la,la,ma,ga,1
bus,by,im,"",1
sen,z@,dé,cras,1
foui,fwi,"",nant,1
sée,ze,bu,"",5
va,va,ra,lait,1
cus,ky,é,"",1
cons,k§,"",cients,2
pur,spyR,ex,ge,1
vez,ve,chi,"",1
son,zO,foi,ne,3
ci,si,min,"",3
ca,ka,"",sé,1
re,R°,"",clas,4
mon,m§,dé,tant,1
pu,py,dé,ce,6
brou,bRu,"",ta,1
im,5,"",pie,2
pa,pa,ap,rue,2
te,t°,ra,rons,1
chauf,So,ré,fé,2
bur,buR,ham,gers,1
ral,Ra,"",liés,3
te,t°,sul,ront,2
cuits,k8i,bis,"",1
mas,ma,trau,"",1
vi,vi,"",ra,3
pi,pi,é,cés,2
ni,ni,phé,cien,2
fe,f°,"",nai,2
ros,Ro,ga,"",1
lai,jE,quil,"",3
cru,kRy,si,cien,1
gout,gu,é,tait,1
se,s°,lais,ment,1
ment,m@,cu,"",1
sa,sa,"",breurs,1
viers,vje,per,"",1
di,di,san,"",1
de,d°,pru,rie,1
ri,Ri,sou,rais,1
de,d°,"",vront,1
trot,tRo,"",tions,1
grip,gRip,"","",1
voient,vwa,four,"",1
pé,pe,"",te,5
chouil,Su,mâ,la,1
ri,Ri,vo,se,4
cal,kal,"",mer,1
ter,te,ma,"",5
nouis,nwi,pa,sais,1
layet,lE,ba,tes,1
quil,ki,ma,lé,3
sa,za,ru,"",1
le,l°,miau,ment,1
ron,R§,ba,"",1
quons,k§,bri,"",1
quit,ki,ac,"",2
dé,de,"",vier,1
guer,ge,ti,"",2
a,a,"",vants,1
tirs,tiR,pen,"",1
bau,bo,é,cher,1
gui,gi,"",gna,1
dé,de,na,"",1
ti,ti,ma,seurs,1
rot,Ro,ca,ter,1
gra,gRa,fla,tion,2
crie,kRi,dé,"",1
fiat,fja,lou,"",1
gra,gRa,to,phi,1
den,d@,vi,tiel,2
con,ko,flo,neux,1
chi,Si,flé,ra,1
trocs,tROk,"","",1
se,z°,u,rait,1
cien,sj5,ti,"",16
bous,bu,cla,sé,1
si,si,fal,fiant,1
gnait,NE,par,"",1
nouît,nwi,va,"",1
vrez,vRe,rou,"",1
cher,SER,re,chai,1
brés,bRe,tim,"",2
teur,t9R,ser,"",1
den,d@,fi,tia,1
qué,ke,tal,"",1
bu,by,dé,te,2
bé,be,"",né,29
cher,SER,re,chions,1
quets,kE,tro,"",2
fou,fu,re,lait,1
po,po,"",sais,1
dem,da,ci,ment,1
for,fOR,in,mu,3
bré,bRe,a,ger,1
sai,sE,ras,"",3
ve,v°,ri,rain,1
mas,ma,a,se,1
gnais,NE,loi,"",1
naient,nE,pi,"",4
full,ful,"","",1
eu,2,"",ra,2
taient,tE,cer,"",1
lée,le,cou,"",5
ro,Ro,dé,bant,1
gea,Za,gli,"",1
le,l°,par,rait,1
sets,sE,bas,"",1
ré,Re,tor,fie,1
gne,N°,loi,rons,1
ta,ta,é,gées,2
si,zi,ré,den,2
jam,Z@,en,bais,1
pail,pa,or,leur,1
se,z°,ci,rais,1
dic,dik,as,"",1
quer,ke,na,"",1
koop,kup,bos,"",1
li,li,a,té,1
be,b°,ger,rais,1
tie,ti,bru,"",3
cons,k§s,cir,cri,2
cé,se,pro,dais,1
ges,jaZ,braya,"",2
trans,tR@s,"",si,1
rient,Ri,pa,"",1
trans,tR@s,"",muée,1
mi,mi,é,rat,1
taf,taf,ma,"",1
pri,pRi,ré,man,6
tei,tE,é,gnit,1
pec,pEk,res,tons,1
crè,kRE,"",ve,10
tion,sjo,sanc,nez,1
ga,ga,"",bion,1
cen,se,dé,nies,1
rée,Re,vo,"",1
li,li,"",vrés,1
ge,Z°,lo,rez,1
fé,fe,rif,"",2
mer,me,bî,"",1
li,li,ca,brés,1
lon,jo,sil,nés,1
tais,tE,crus,"",1
lue,ly,sa,rais,1
dé,de,"",via,3
dis,di,ron,"",3
se,z°,mu,ront,1
bal,bal,"",con,3
pées,pe,cris,"",1
te,t°,cep,ront,1
sos,so,cor,"",1
lé,le,"",chaient,1
tios,tjo,pa,"",1
ni,ni,ba,té,1
po,po,ap,si,1
chauts,So,ti,"",1
ti,ti,con,nuais,1
que,k°,cra,la,1
tor,stOR,ex,quée,1
che,S°,bran,rais,1
fri,fRi,"",sant,2
ré,Re,ra,fiait,1
cé,se,la,rés,2
pa,pa,cra,hu,5
bi,bi,ro,nets,1
di,di,con,té,2
gres,gRe,trans,sées,1
lon,lo,ja,nait,1
dents,d@,ar,"",2
na,na,har,cher,1
got,got,ma,chi,1
ti,ti,at,sait,1
gor,gOR,é,geur,1
mas,mas,"",tard,2
rou,Ru,"",verts,2
pouil,pu,dé,lait,1
sié,sje,pous,rant,1
com,k§,cro,po,1
nez,ne,ver,"",1
pée,pe,ty,"",2
se,s°,clip,rais,1
zar,zaR,ba,deur,1
na,na,son,ble,2
ge,Z°,cier,ries,1
ta,ta,quo,"",1
rait,RE,ver,"",4
fât,fa,gra,"",1
bues,by,u,que,1
pan,pa,"",né,2
voie,vwa,dé,ment,1
thé,te,po,qué,1
pei,pE,"",gnît,1
pu,py,é,çât,1
fu,fy,re,mer,1
ler,je,piail,"",1
de,d°,"",vions,1
quât,ka,mo,"",1
sée,se,pres,"",9
tu,ty,struc,rer,3
tit,ti,bat,"",7
rer,Re,gar,"",2
geant,Z@,char,"",4
ni,ni,ma,sée,2
nec,nEk,con,tions,1
