ortho,phon,cgram
patauds,pato,ADJ
pataugas,patoga,NOM
patauge,patoZ,VER
pataugea,patoZa,VER
pataugeaient,patoZE,VER
pataugeais,patoZE,VER
pataugeait,patoZE,VER
pataugeant,patoZ@,VER
pataugent,patoZ,VER
pataugeoire,patoZwaR,NOM
pataugeons,patoZ§,VER
patauger,patoZe,VER
pataugera,patoZ°Ra,VER
pataugerais,patoZ°RE,VER
pataugerons,patoZ°R§,VER
patauges,patoZ,VER
pataugez,patoZe,VER
pataugis,patoZi,NOM
pataugèrent,patoZER,VER
pataugé,patoZe,VER
patch,patS,NOM
patches,patS,NOM
patchouli,patSuli,NOM
patchs,patS,NOM
patchwork,patSw9Rk,NOM
patelin,pat°l5,ADJ
patelin,pat°l5,NOM
pateline,pat°lin,ADJ
patelins,pat°l5,ADJ
patelins,pat°l5,NOM
patellaire,patElER,ADJ
patelles,patEl,NOM
patent,pat@,ADJ
patente,pat@t,ADJ
patente,pat@t,NOM
patentes,pat@t,ADJ
patentes,pat@t,NOM
patents,pat@,ADJ
patenté,pat@te,ADJ
patentée,pat@te,ADJ
patentées,pat@te,ADJ
patentés,pat@te,VER
patentés,pat@te,ADJ
patenôtres,pat°notR,NOM
pater,patER,NOM
pater familias,patERfamiljas,NOM
pater noster,patERnOstER,NOM
paternalisme,patERnalizm,NOM
paternaliste,patERnalist,ADJ
paternalistes,patERnalist,ADJ
paterne,patERn,ADJ
paternel,patERnEl,ADJ
paternel,patERnEl,NOM
paternelle,patERnEl,ADJ
paternellement,patERnEl°m@,ADV
paternelles,patERnEl,ADJ
paternels,patERnEl,ADJ
paternels,patERnEl,NOM
paternité,patERnite,NOM
paternités,patERnite,NOM
pathogène,patoZEn,ADJ
pathogénique,patOZenik,ADJ
pathologie,patoloZi,NOM
pathologique,patoloZik,ADJ
pathologiquement,patoloZik°m@,ADV
pathologiques,patoloZik,ADJ
pathologiste,patoloZist,NOM
pathos,patos,NOM
pathétique,patetik,ADJ
pathétique,patetik,NOM
pathétiquement,patetik°m@,ADV
pathétiques,patetik,ADJ
pathétiques,patetik,NOM
pathétisme,patetizm,NOM
patibulaire,patibylER,ADJ
patibulaires,patibylER,ADJ
patiemment,pasjam@,ADV
patience,pasj@s,NOM
patiences,pasj@s,NOM
patient,pasj@,ADJ
patient,pasj@,NOM
patienta,pasj@ta,VER
patientai,pasj@tE,VER
patientaient,pasj@tE,VER
patientait,pasj@tE,VER
patientant,pasj@t@,VER
patiente,pasj@t,ADJ
patiente,pasj@t,NOM
patiente,pasj@t,VER
patientent,pasj@t,VER
patienter,pasj@te,VER
patientera,pasj@t°Ra,VER
patienteraient,pasj@t°RE,VER
patienterait,pasj@t°RE,VER
patienteras,pasj@t°Ra,VER
patienterez,pasj@t°Re,VER
patienterons,pasj@t°R§,VER
patientes,pasj@t,ADJ
patientes,pasj@t,NOM
patientes,pasj@t,VER
patientez,pasj@te,VER
patientions,pasj@tj§,VER
patientons,pasj@t§,VER
patients,pasj@,ADJ
patients,pasj@,NOM
patientèrent,pasj@tER,VER
patienté,pasj@te,VER
patin,pat5,NOM
patina,patina,VER
patinage,patinaZ,NOM
patinaient,patinE,VER
patinais,patinE,VER
patinait,patinE,VER
patinant,patin@,VER
patine,patin,NOM
patine,patin,VER
patinent,patin,VER
patiner,patine,VER
patinerais,patin°RE,VER
patinerons,patin°R§,VER
patines,patin,NOM
patines,patin,VER
patinette,patinEt,NOM
patinettes,patinEt,NOM
patineur,patin9R,NOM
patineurs,patin9R,NOM
patineuse,patin2z,NOM
patineuses,patin2z,NOM
patinez,patine,VER
patiniez,patinje,VER
patinions,patinj§,VER
patinoire,patinwaR,NOM
patinoires,patinwaR,NOM
patinons,patin§,VER
patins,pat5,NOM
patiné,patine,VER
patinée,patine,VER
patinées,patine,VER
patinés,patine,VER
patio,patjo,NOM
patios,patjo,NOM
patoche,patOS,NOM
patoches,patOS,NOM
patois,patwa,NOM
patoisante,patwaz@t,ADJ
patoise,patwaz,VER
patouillard,patujaR,NOM
patouille,patuj,VER
patouillons,patuj§,VER
patraque,patRak,ADJ
patri,patRi,ADV
patriarcal,patRijaRkal,ADJ
patriarcale,patRijaRkal,ADJ
patriarcales,patRijaRkal,ADJ
patriarcat,patRijaRka,NOM
patriarcats,patRijaRka,NOM
patriarcaux,patRijaRko,ADJ
patriarche,patRijaRS,NOM
patriarches,patRijaRk,NOM
patriarchie,patRiaRSi,NOM
patriciat,patRisja,NOM
patricien,patRisj5,ADJ
patricien,patRisj5,NOM
patricienne,patRisjEn,ADJ
patricienne,patRisjEn,NOM
patriciennes,patRisjEn,ADJ
patriciennes,patRisjEn,NOM
patriciens,patRisj5,ADJ
patriciens,patRisj5,NOM
patrie,patRi,NOM
patries,patRi,NOM
patrilinéaire,patRilineER,ADJ
patrimoine,patRimwan,NOM
patrimoines,patRimwan,NOM
patrimonial,patRimonjal,ADJ
patriotard,patRijotaR,ADJ
patriotardes,patRijotaRd,ADJ
patriotards,patRijotaR,NOM
patriote,patRijOt,ADJ
patriote,patRijOt,NOM
patriotes,patRijOt,ADJ
patriotes,patRijOt,NOM
patriotique,patRijotik,ADJ
patriotiquement,patRijotik°m@,ADV
patriotiques,patRijotik,ADJ
patriotisme,patRijotizm,NOM
patron,patR§,NOM
patronage,patRonaZ,NOM
patronages,patRonaZ,NOM
patronal,patRonal,ADJ
patronale,patRonal,ADJ
patronales,patRonal,ADJ
patronat,patRona,NOM
patronaux,patRono,ADJ
patronna,patRona,VER
patronne,patROn,NOM
patronner,patRone,VER
patronnes,patROn,NOM
patronnesse,patRonEs,ADJ
patronnesses,patRonEs,ADJ
patronné,patRone,VER
patronnée,patRone,VER
patronnés,patRone,VER
patrons,patR§,NOM
patronyme,patRonim,NOM
patronymes,patRonim,NOM
patronymique,patRonimik,ADJ
patronymiques,patRonimik,ADJ
patrouilla,patRuja,VER
patrouillaient,patRujE,VER
patrouillais,patRujE,VER
patrouillait,patRujE,VER
patrouillant,patRuj@,VER
patrouille,patRuj,NOM
patrouille,patRuj,VER
patrouillent,patRuj,VER
patrouiller,patRuje,VER
patrouillerai,patRuj°RE,VER
patrouilleras,patRuj°Ra,VER
patrouillerez,patRuj°Re,VER
patrouilleront,patRuj°R§,VER
patrouilles,patRuj,NOM
patrouilles,patRuj,VER
patrouilleur,patRuj9R,NOM
patrouilleurs,patRuj9R,NOM
patrouillez,patRuje,VER
patrouilliez,patRuje,VER
patrouillions,patRuj§,VER
patrouillé,patRuje,VER
patrouillée,patRuje,VER
patrouillées,patRuje,VER
patte,pat,NOM
pattemouille,pat°muj,NOM
pattemouilles,pat°muj,NOM
pattern,pat9Rn,NOM
pattes,pat,NOM
pattu,paty,ADJ
pattus,paty,ADJ
pattée,pate,ADJ
paturon,patyR§,NOM
paturons,patyR§,NOM
patène,patEn,NOM
patènes,patEn,NOM
patère,patER,NOM
patères,patER,NOM
pauchouse,poSuz,NOM
pauline,polin,NOM
paulinienne,polinjEn,ADJ
paulownias,polonja,NOM
pauma,poma,VER
paumais,pomE,VER
paumait,pomE,VER
paumant,pom@,VER
paume,pom,NOM
paume,pom,VER
paumelle,pomEl,NOM
paumelles,pomEl,NOM
paument,pom,VER
paumer,pome,VER
paumes,pom,NOM
paumes,pom,VER
paumé,pome,VER
paumé,pome,ADJ
paumé,pome,NOM
paumée,pome,VER
paumée,pome,ADJ
paumée,pome,NOM
paumées,pome,VER
paumées,pome,ADJ
paumées,pome,NOM
paumés,pome,VER
paumés,pome,ADJ
paumés,pome,NOM
paupiette,popjEt,NOM
paupiettes,popjEt,NOM
paupière,popjER,NOM
paupières,popjER,NOM
paupérisation,popeRizasj§,NOM
paupérise,popeRiz,VER
paupérisme,popeRizm,NOM
pause,poz,NOM
pause-café,pozkafe,NOM
pauser,poze,VER
pauses,poz,NOM
pauses-café,pozkafe,NOM
pauses-repas,pozR°pa,NOM
pausez,poze,VER
pauvre,povR,ADJ
pauvre,povR,NOM
pauvrement,povR°m@,ADV
pauvres,povR,ADJ
pauvres,povR,NOM
pauvresse,povREs,NOM
pauvresses,povREs,NOM
pauvret,povRE,NOM
pauvrets,povRE,NOM
pauvrette,povREt,NOM
pauvrettes,povREt,NOM
pauvreté,povR°te,NOM
pauvretés,povR°te,NOM
pavage,pavaZ,NOM
pavait,pavE,VER
pavana,pavana,VER
pavanaient,pavanE,VER
pavanait,pavanE,VER
pavanant,pavan@,VER
pavane,pavan,NOM
pavane,pavan,VER
pavanent,pavan,VER
pavaner,pavane,VER
pavanera,pavan°Ra,VER
pavanerez,pavan°Re,VER
pavanes,pavan,NOM
pavanes,pavan,VER
pavanons,pavan§,VER
pavané,pavane,VER
pave,pav,VER
pavement,pav°m@,NOM
pavements,pav°m@,NOM
paver,pave,VER
paveton,pav°t§,NOM
pavetons,pav°t§,NOM
paveur,pav9R,NOM
paveurs,pav9R,NOM
pavez,pave,VER
pavillon,pavij§,NOM
pavillonnaire,pavijonER,ADJ
pavillonnaires,pavijonER,ADJ
pavillons,pavij§,NOM
pavlovien,pavlOvj5,ADJ
pavlovienne,pavlOvjEn,ADJ
pavois,pavwa,NOM
pavoisa,pavwaza,VER
pavoisaient,pavwazE,VER
pavoisait,pavwazE,VER
pavoise,pavwaz,VER
pavoisement,pavwaz°m@,NOM
pavoisent,pavwaz,VER
pavoiser,pavwaze,VER
pavoisera,pavwaz°Ra,VER
pavoiseraient,pavwaz°RE,VER
pavoisé,pavwaze,VER
pavoisée,pavwaze,VER
pavoisées,pavwaze,VER
pavoisés,pavwaze,VER
pavot,pavo,NOM
pavots,pavo,NOM
pavé,pave,VER
pavé,pave,ADJ
pavé,pave,NOM
pavée,pave,ADJ
pavées,pave,ADJ
pavés,pave,VER
pavés,pave,ADJ
pavés,pave,NOM
pax americana,paksameRikana,NOM
paxon,paks§,NOM
paya,peja,VER
payable,pEjabl,ADJ
payables,pEjabl,ADJ
payai,pejE,VER
payaient,pejE,VER
payais,pejE,VER
payait,pejE,VER
payant,pEj@,ADJ
payant,pEj@,VER
payante,pEj@t,ADJ
payantes,pEj@t,ADJ
payants,pEj@,ADJ
payassent,pejas,VER
payassiez,pejasje,VER
paye,pEj,NOM
paye,pEj,VER
payement,pEjm@,NOM
payements,pEjm@,NOM
payent,pej,VER
payer,peje,VER
payera,pej°Ra,VER
payerai,pej°RE,VER
payeraient,pej°RE,VER
payerais,pej°RE,VER
payerait,pej°RE,VER
payeras,pej°Ra,VER
payerez,pej°Re,VER
payeriez,pej°Rje,VER
payerons,pej°R§,VER
payeront,pej°R§,VER
payes,pej,NOM
payes,pej,VER
payeur,pEj9R,ADJ
payeur,pEj9R,NOM
payeurs,pEj9R,ADJ
payeurs,pEj9R,NOM
payez,peje,VER
payiez,pEje,VER
payions,pejj§,VER
payons,pej§,VER
pays,pei,NOM
paysage,peizaZ,NOM
paysager,peizaZe,ADJ
paysages,peizaZ,NOM
paysagiste,peizaZist,NOM
paysagistes,peizaZist,NOM
paysagé,peizaZe,ADJ
paysagés,peizaZe,ADJ
paysan,peiz@,ADJ
paysan,peiz@,NOM
paysanne,peizan,ADJ
paysanne,peizan,NOM
paysannerie,peizan°Ri,NOM
paysannes,peizan,ADJ
paysannes,peizan,NOM
paysans,peiz@,ADJ
paysans,peiz@,NOM
payse,peiz,NOM
payâmes,pejam,VER
payât,peja,VER
payèrent,pejER,VER
payé,peje,VER
payé,peje,ADJ
payée,peje,VER
payée,peje,ADJ
payées,peje,VER
payées,peje,ADJ
payés,peje,VER
payés,peje,ADJ
paît,pE,VER
paître,pEtR,VER
paîtront,pEtR§,VER
païen,paj5,ADJ
païen,paj5,NOM
païenne,pajEn,ADJ
païenne,pajEn,NOM
païennes,pajEn,ADJ
païens,paj5,ADJ
païens,paj5,NOM
pc,pese,NOM
pchitt,pSit,ONO
peanuts,pin9ts,NOM
peau,po,NOM
peau-rouge,poRuZ,ADJ
peau-rouge,poRuZ,NOM
peaucier,posje,NOM
peauciers,posje,NOM
peaufina,pofina,VER
peaufinage,pofinaZ,NOM
peaufinait,pofinE,VER
peaufinant,pofin@,VER
peaufiner,pofine,VER
peaufiné,pofine,VER
peaufinée,pofine,VER
peaufinés,pofine,VER
peausserie,pos°Ri,NOM
peausseries,pos°Ri,NOM
peaussier,posje,NOM
peaux,po,NOM
peaux-rouges,poRuZ,ADJ
peaux-rouges,poRuZ,NOM
pec,pEk,ADJ
peccable,pEkabl,ADJ
peccadille,pekadij,NOM
peccadilles,pekadij,NOM
peccata,pekata,NOM
peccavi,pekavi,NOM
pecnots,pEkno,NOM
pecorino,p°koRino,NOM
pectoral,pEktoRal,ADJ
pectoral,pEktoRal,NOM
pectorale,pEktoRal,ADJ
pectorales,pEktoRal,ADJ
pectoraux,pEktoRo,ADJ
pectoraux,pEktoRo,NOM
pedigree,pedigRe,NOM
pedigrees,pedigRe,NOM
pedzouille,pedzuj,NOM
pedzouilles,pedzuj,NOM
peeling,piliG,NOM
peigna,pENa,VER
peignaient,pENE,VER
peignaient,pENE,VER
peignais,pENE,VER
peignais,pENE,VER
peignait,pENE,VER
peignant,pEN@,VER
peigne,pEN,NOM
peigne,pEN,VER
peigne-cul,pENky,NOM
peigne-culs,pENky,NOM
peigne-zizi,pENzizi,NOM
peignent,pEN,VER
peignent,pEN,VER
peigner,peNe,VER
peignerais,pEN°RE,VER
peignerait,pEN°RE,VER
peignes,pEN,NOM
peignes,pEN,VER
peignez,pENe,VER
peignez,pENe,VER
peigniez,pENe,VER
peignions,pEN§,VER
peignis,pENi,VER
peignit,pENi,VER
peignoir,pENwaR,NOM
peignoirs,pENwaR,NOM
peignons,pEN§,VER
peigné,peNe,VER
peigné,peNe,ADJ
peigné,peNe,NOM
peignée,peNe,NOM
peignées,peNe,NOM
peignés,peNe,VER
peignés,peNe,ADJ
peignés,peNe,NOM
peignît,pENi,VER
peina,pEna,VER
peinaient,pEnE,VER
peinais,pEnE,VER
peinait,pEnE,VER
peinant,pEn@,VER
peinard,pEnaR,ADJ
peinarde,pEnaRd,ADJ
peinardement,pEnaRd°m@,ADV
peinardes,pEnaRd,ADJ
peinards,pEnaR,ADJ
peindra,p5dRa,VER
peindrai,p5dRE,VER
peindrais,p5dRE,VER
peindrait,p5dRE,VER
peindras,p5dRa,VER
peindre,p5dR,VER
peine,pEn,NOM
peine,pEn,VER
peinent,pEn,VER
peiner,pene,VER
peinera,pEn°Ra,VER
peinerait,pEn°RE,VER
peinerez,pEn°Re,VER
peines,pEn,NOM
peines,pEn,VER
peineuse,pEn2z,ADJ
peinez,pEne,VER
peinions,pEnj§,VER
peinons,pEn§,VER
peins,p5,VER
peint,p5,VER
peint,p5,ADJ
peinte,p5t,VER
peinte,p5t,ADJ
peintes,p5t,VER
peintes,p5t,ADJ
peintre,p5tR,NOM
peintres,p5tR,NOM
peints,p5,VER
peints,p5,ADJ
peinture,p5tyR,NOM
peintures,p5tyR,NOM
peinturlure,p5tyRlyR,VER
peinturlurent,p5tyRlyR,VER
peinturlurer,p5tyRlyRe,VER
peinturlures,p5tyRlyR,VER
peinturlureur,p5tyRlyR9R,NOM
peinturlureurs,p5tyRlyR9R,NOM
peinturluré,p5tyRlyRe,VER
peinturlurée,p5tyRlyRe,VER
peinturlurées,p5tyRlyRe,VER
peinturlurés,p5tyRlyRe,VER
peinturé,p5tyRe,VER
peinturée,p5tyRe,VER
peinât,pEna,VER
peinèrent,pEnER,VER
peiné,pene,VER
peinée,pene,VER
peinées,pEne,VER
peinés,pene,VER
pela,p°la,VER
pelade,p°lad,NOM
pelades,p°lad,NOM
pelage,p°laZ,NOM
pelages,p°laZ,NOM
pelaient,p°lE,VER
pelait,p°lE,VER
pelant,p°l@,VER
peler,p°le,VER
pelisse,p°lis,NOM
pelisses,p°lis,NOM
pellagre,pelagR,NOM
pelle,pEl,NOM
pelle-bêche,pElbES,NOM
pelle-pioche,pElpjOS,NOM
pelles,pEl,NOM
pelles-bêches,pElbES,NOM
pelles-pioches,pElpjOS,NOM
pelletage,pEl°taZ,NOM
pelletaient,pEl°tE,VER
pelletait,pEl°tE,VER
pelletant,pEl°t@,VER
pelleter,pEl°te,VER
pelleterie,pElEt°Ri,NOM
pelleteur,pEl°t9R,NOM
pelleteuse,pEl°t2z,NOM
pelleteuses,pEl°t2z,NOM
pelletiers,pEl°tje,NOM
pellette,pElEt,VER
pelletée,pEl°te,NOM
pelletées,pEl°te,NOM
pelliculages,pElikylaZ,NOM
pelliculaire,pElikylER,ADJ
pellicule,pelikyl,NOM
pellicules,pelikyl,NOM
pelliculé,pelikyle,VER
pelliculée,pelikyle,VER
pelloche,pElOS,NOM
pelota,p°lota,VER
pelotage,p°lotaZ,NOM
pelotages,p°lotaZ,NOM
pelotaient,p°lotE,VER
pelotais,p°lotE,VER
pelotait,p°lotE,VER
pelotant,p°lot@,VER
pelote,p°lOt,NOM
pelote,p°lOt,VER
pelotent,p°lOt,VER
peloter,p°lote,VER
peloterai,p°lOt°RE,VER
peloterait,p°lOt°RE,VER
pelotes,p°lOt,NOM
pelotes,p°lOt,VER
peloteur,p°lot9R,NOM
peloteurs,p°lot9R,ADJ
peloteurs,p°lot9R,NOM
peloteuse,p°lot2z,ADJ
pelotez,p°lote,VER
peloton,p°lot§,NOM
pelotonna,p°lotona,VER
pelotonnai,p°lotonE,VER
pelotonnaient,p°lotonE,VER
pelotonnais,p°lotonE,VER
pelotonnait,p°lotonE,VER
pelotonnant,p°loton@,VER
pelotonne,p°lotOn,VER
pelotonnent,p°lotOn,VER
pelotonner,p°lotone,VER
pelotonné,p°lotone,VER
pelotonnée,p°lotone,VER
pelotonnées,p°lotone,VER
pelotonnés,p°lotone,VER
pelotons,p°lot§,VER
pelotons,p°lot§,NOM
peloté,p°lote,VER
pelotée,p°lote,VER
pelotés,p°lote,VER
pelouse,p°luz,NOM
pelouses,p°luz,NOM
peluche,p°lyS,NOM
peluches,p°lyS,NOM
pelucheuse,p°lyS2z,ADJ
pelucheuses,p°lyS2z,ADJ
pelucheux,p°lyS2,ADJ
peluchée,p°lySe,ADJ
pelure,p°lyR,NOM
pelures,p°lyR,NOM
pelvien,pElvj5,ADJ
pelvienne,pElvjEn,ADJ
pelvis,pElvis,NOM
pelé,p°le,VER
pelé,p°le,ADJ
pelée,p°le,VER
pelée,p°le,ADJ
pelées,p°le,VER
pelées,p°le,ADJ
pelés,p°le,VER
pelés,p°le,ADJ
pembina,p@bina,NOM
pemmican,pemik@,NOM
penalties,penalti,NOM
penalty,penalti,NOM
penaud,p°no,ADJ
penaude,p°nod,ADJ
penaudes,p°nod,ADJ
penauds,p°no,ADJ
pence,pEns,NOM
pencha,p@Sa,VER
penchai,p@SE,VER
penchaient,p@SE,VER
penchais,p@SE,VER
penchait,p@SE,VER
penchant,p@S@,ADJ
penchant,p@S@,NOM
penchant,p@S@,VER
penchante,p@S@t,ADJ
penchants,p@S@,ADJ
penchants,p@S@,NOM
penche,p@S,VER
penchement,p@S°m@,NOM
penchent,p@S,VER
pencher,p@Se,VER
penchera,p@S°Ra,VER
pencherai,p@S°RE,VER
pencheraient,p@S°RE,VER
pencherais,p@S°RE,VER
pencherait,p@S°RE,VER
pencheras,p@S°Ra,VER
pencherez,p@S°Re,VER
pencheriez,p@S°Rje,VER
pencherons,p@S°R§,VER
pencheront,p@S°R§,VER
penches,p@S,VER
penchez,p@Se,VER
penchiez,p@Sje,VER
penchions,p@Sj§,VER
penchons,p@S§,VER
penchâmes,p@Sam,VER
penchât,p@Sa,VER
penchèrent,p@SER,VER
penché,p@Se,VER
penché,p@Se,ADJ
penchée,p@Se,VER
penchée,p@Se,ADJ
penchées,p@Se,VER
penchées,p@Se,ADJ
penchés,p@Se,VER
penchés,p@Se,ADJ
pend,p@,VER
pendable,p@dabl,ADJ
pendables,p@dabl,ADJ
pendaient,p@dE,VER
pendais,p@dE,VER
pendaison,p@dEz§,NOM
pendaisons,p@dEz§,NOM
pendait,p@dE,VER
pendant,p@d@,ADJ
pendant,p@d@,NOM
pendant,p@d@,PRE
pendant,p@d@,VER
pendante,p@d@t,ADJ
pendantes,p@d@t,ADJ
pendants,p@d@,ADJ
pendants,p@d@,NOM
pendard,p@daR,NOM
pendarde,p@daRd,NOM
pendards,p@daR,NOM
pende,p@d,VER
pendeloque,p@d°lOk,NOM
pendeloques,p@d°lOk,NOM
pendent,p@d,VER
pendentif,p@d@tif,NOM
pendentifs,p@d@tif,NOM
penderie,p@d°Ri,NOM
penderies,p@d°Ri,NOM
pendeur,p@d9R,NOM
pendez,p@de,VER
pendillaient,p@dijE,VER
pendillait,p@dijE,VER
pendillant,p@dij@,VER
pendille,p@dij,VER
pendirent,p@diR,VER
pendit,p@di,VER
pendjabi,pEndZabi,NOM
pendons,p@d§,VER
pendouillaient,p@dujE,VER
pendouillait,p@dujE,VER
pendouillant,p@duj@,VER
pendouille,p@duj,VER
pendouillent,p@duj,VER
pendouiller,p@duje,VER
pendouilles,p@duj,VER
pendra,p@dRa,VER
pendrai,p@dRE,VER
pendrais,p@dRE,VER
pendrait,p@dRE,VER
pendras,p@dRa,VER
pendre,p@dR,VER
pendrez,p@dRe,VER
pendrons,p@dR§,VER
pendront,p@dR§,VER
pends,p@,VER
pendu,p@dy,VER
pendu,p@dy,ADJ
pendu,p@dy,NOM
pendue,p@dy,VER
pendue,p@dy,ADJ
pendue,p@dy,NOM
pendues,p@dy,VER
pendues,p@dy,ADJ
pendues,p@dy,NOM
pendulaire,p@dylER,ADJ
pendulait,p@dylE,VER
pendule,p@dyl,NOM
pendules,p@dyl,NOM
pendulette,p@dylEt,NOM
pendulettes,p@dylEt,NOM
pendus,p@dy,VER
pendus,p@dy,ADJ
pendus,p@dy,NOM
pennage,pEnaZ,NOM
penne,pEn,NOM
pennes,pEn,NOM
pennies,pEni,NOM
pennon,pEn§,NOM
pennons,pEn§,NOM
penny,peni,ADJ
penny,peni,NOM
pennées,pene,ADJ
penon,p°n§,NOM
pensa,p@sa,VER
pensable,p@sabl,ADJ
pensai,p@sE,VER
pensaient,p@sE,VER
pensais,p@sE,VER
pensait,p@sE,VER
pensant,p@s@,ADJ
pensant,p@s@,VER
pensante,p@s@t,ADJ
pensantes,p@s@t,ADJ
pensants,p@s@,ADJ
pense,p@s,VER
pense-bête,p@sbEt,NOM
pense-bêtes,p@sbEt,NOM
pensent,p@s,VER
penser,p@se,VER
pensera,p@s°Ra,VER
penserai,p@s°RE,VER
penseraient,p@s°RE,VER
penserais,p@s°RE,VER
penserait,p@s°RE,VER
penseras,p@s°Ra,VER
penserez,p@s°Re,VER
penseriez,p@s°Rje,VER
penserions,p@s°Rj§,VER
penserons,p@s°R§,VER
penseront,p@s°R§,VER
penses,p@s,VER
penseur,p@s9R,NOM
penseurs,p@s9R,NOM
penseuse,p@s2z,NOM
penseuses,p@s2z,NOM
pensez,p@se,VER
pensiez,p@sje,VER
pensif,p@sif,ADJ
pensifs,p@sif,ADJ
pension,p@sj§,NOM
pensionna,p@sjona,VER
pensionnaire,p@sjonER,NOM
pensionnaires,p@sjonER,NOM
pensionnat,p@sjona,NOM
pensionnats,p@sjona,NOM
pensionner,p@sjone,VER
pensionné,p@sjone,VER
pensionné,p@sjone,ADJ
pensionné,p@sjone,NOM
pensionnés,p@sjone,VER
pensionnés,p@sjone,ADJ
pensionnés,p@sjone,NOM
pensions,p@sj§,VER
pensions,p@sj§,NOM
pensive,p@siv,ADJ
pensivement,p@siv°m@,ADV
pensons,p@s§,VER
pensum,p5sOm,NOM
pensums,p@sOm,NOM
pensâmes,p@sam,VER
pensât,p@sa,VER
pensèrent,p@sER,VER
pensé,p@se,VER
pensée,p@se,VER
pensée,p@se,NOM
pensées,p@se,VER
pensées,p@se,NOM
pensés,p@se,VER
pentacle,p5takl,NOM
pentacles,p5takl,NOM
pentagonal,p5tagOnal,ADJ
pentagone,p5tagon,NOM
pentagones,p5tagon,NOM
pentagramme,p5tagRam,NOM
pentagrammes,p5tagRam,NOM
pentamètre,p5tamEtR,NOM
pentamètres,p5tamEtR,NOM
pentasyllabe,p5tasilab,NOM
pentateuque,p5tat2k,NOM
pentathlon,p5tatl§,NOM
pente,p@t,NOM
pentecôte,p@tkot,NOM
pentecôtiste,p@tkotist,NOM
pentecôtistes,p@tkotist,NOM
pentes,p@t,NOM
penthiobarbital,p5tjObaRbital,NOM
penthotal,p5total,NOM
penthouse,p@tuz,NOM
pentothal,p5total,NOM
pentu,p@ty,ADJ
pentue,p@ty,ADJ
pentues,p@ty,ADJ
penture,p@tyR,NOM
pentures,p@tyR,NOM
pentus,p@ty,ADJ
pentélique,p5telik,ADJ
people,pip9l,ADJ
people,pip9l,NOM
pep,pEp,NOM
peppermint,pEpERmint,NOM
peps,pEps,NOM
pepsine,pEpsin,NOM
peptide,pEptid,NOM
peptique,pEptik,ADJ
percale,pERkal,NOM
percales,pERkal,NOM
perce,pERs,NOM
perce,pERs,VER
perce-oreille,pERsoREj,NOM
perce-oreilles,pERsoREj,NOM
perce-pierre,pERspjER,NOM
percement,pERs°m@,NOM
percent,pERs,VER
percepteur,pERsEpt9R,ADJ
percepteur,pERsEpt9R,NOM
percepteurs,pERsEpt9R,ADJ
percepteurs,pERsEpt9R,NOM
perceptible,pERsEptibl,ADJ
perceptibles,pERsEptibl,ADJ
perceptif,pERsEptif,ADJ
perception,pERsEpsj§,NOM
perceptions,pERsEpsj§,NOM
perceptive,pERsEptiv,ADJ
perceptives,pERsEptiv,ADJ
perceptrice,pERsEptRis,NOM
perceptuels,pERsEptyEl,ADJ
percer,pERse,VER
percera,pERs°Ra,VER
percerai,pERs°RE,VER
percerait,pERs°RE,VER
percerez,pERs°Re,VER
perceur,pERs9R,NOM
perceurs,pERs9R,NOM
perceuse,pERs2z,NOM
perceuses,pERs2z,NOM
percevaient,pERs°vE,VER
percevais,pERs°vE,VER
percevait,pERs°vE,VER
percevant,pERs°v@,ADJ
percevant,pERs°v@,VER
percevez,pERs°ve,VER
perceviez,pERs°vje,VER
percevions,pERs°vj§,VER
percevoir,pERs°vwaR,VER
percevons,pERs°v§,VER
percevra,pERs°vRa,VER
percevrais,pERs°vRE,VER
percevrait,pERs°vRE,VER
percevrez,pERs°vRe,VER
percez,pERse,VER
percha,pERSa,VER
perchaient,pERSE,VER
perchais,pERSE,VER
perchait,pERSE,VER
perche,pERS,NOM
perche,pERS,VER
perchent,pERS,VER
percher,pERSe,VER
percheron,pERS°R§,ADJ
percheron,pERS°R§,NOM
percheronne,pERS°ROn,ADJ
percheronnes,pERS°ROn,NOM
percherons,pERS°R§,ADJ
percherons,pERS°R§,NOM
perches,pERS,NOM
perchettes,pERSEt,NOM
percheurs,pERS9R,ADJ
perchiste,pERSist,NOM
perchlorate,pERkloRat,NOM
perchlorique,pERklORik,ADJ
perchman,pERSman,NOM
perchmans,pERSman,NOM
perchoir,pERSwaR,NOM
perchoirs,pERSwaR,NOM
perchèrent,pERSER,VER
perché,pERSe,VER
perchée,pERSe,VER
perchée,pERSe,NOM
perchées,pERSe,VER
perchées,pERSe,NOM
perchés,pERSe,VER
percions,pERsj§,VER
perclus,pERkly,ADJ
percluse,pERklyz,ADJ
percluses,pERklyz,ADJ
perco,pERko,NOM
percolateur,pERkolat9R,NOM
percolateurs,pERkolat9R,NOM
percolation,pERkOlasj§,NOM
percoler,pERkOle,VER
percos,pERko,NOM
percussion,pERkysj§,NOM
percussionniste,pERkysjonist,NOM
percussionnistes,pERkysjonist,NOM
percussions,pERkysj§,NOM
percuta,pERkyta,VER
percutait,pERkytE,VER
percutant,pERkyt@,ADJ
percutant,pERkyt@,VER
percutante,pERkyt@t,ADJ
percutantes,pERkyt@t,ADJ
percutants,pERkyt@,ADJ
percute,pERkyt,VER
percutent,pERkyt,VER
percuter,pERkyte,VER
